开放汉语拆字字典

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本拆字字典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）

［汉字］	［拆字部件］
lou2	〖火 婁 熡〗〖火 娄 □〗
feng1	〖火 逢 熢〗
sui1	〖火 崔 熣〗
yi4	〖火 翌 熤〗
tong1	〖火 通 熥〗
jue2	〖火 雀 熦〗
zong1	〖從 火 熧〗〖从 火 □〗
yun4	〖尉 火 熨〗
hu4	〖火 扈 熩〗
yi2	〖火 移 熪〗
zhi4	〖火 庶 熫〗
ao2	〖敖 火 熬〗
wei4	〖彗 火 熭〗
liao2	〖火 翏 熮〗
han4	〖火 革 大 熯〗
ou1	〖火 區 熰〗〖火 区 □〗
re4	〖埶 灬 熱〗〖执 火 热〗〖执 灬 热〗
jiong3	〖匕 火 頁 熲〗〖匕 火 页 颎〗
man4	〖火 曼 熳〗
shang1	〖火 商 熵〗
cuan4	〖火 最 熶〗
zeng1	〖火 曾 熷〗
jian1	〖火 旡 旡 日 熸〗
xi1	〖喜 火 熹〗〖喜 灬 熹〗
xi1	〖火 喜 熺〗
xi1	〖火 翕 熻〗
yi4	〖火 異 熼〗
xiao4	〖火 肅 熽〗〖火 肃 □〗
chi4	〖火 戠 熾〗〖火 只 炽〗
huang2	〖火 黃 熿〗〖火 黄 熿〗
chan3, dan3	〖火 單 燀〗〖火 单 □〗
ye4	〖火 華 燁〗〖火 华 烨〗
qian2, xun2	〖火 覃 燂〗
ran2	〖火 然 燃〗
yan4	〖臽 炎 燄〗
xian2, qian2, xun2	〖埶 炎 燅〗
qiao2	〖火 喬 燆〗〖火 乔 □〗
zun4	〖火 尊 燇〗
deng1	〖火 登 燈〗〖火 丁 灯〗
dun4	〖火 敦 燉〗〖火 屯 炖〗
shen1	〖焱 木 燊〗〖火 火 火 木 燊〗
jiao1, qiao2	〖火 焦 燋〗
fen2, ben4	〖火 賁 燌〗〖火 贲 □〗
si1	〖火 斯 燍〗
liao2	〖火 尞 燎〗
yu4	〖火 矞 燏〗
lin2	〖火 粦 燐〗
tong2	〖火 童 燑〗
shao1	〖火 堯 燒〗〖火 尧 烧〗
fen1	〖棥 火 燓〗〖木 爻 木 火 燓〗
fan2, fen2	〖火 番 燔〗
yan1, yan4	〖廿 北 口 火 燕〗〖廿 北 口 灬 燕〗
xun2, qian2	〖火 尋 燖〗〖火 寻 □〗
lan4	〖火 閒 燗〗〖火 闲 □〗
mei3	〖火 閔 燘〗〖火 闵 □〗
tang4	〖湯 火 燙〗〖汤 火 烫〗
yi1	〖火 火 火 火 燚〗
jing3	〖臦 火 燛〗
men4	〖火 悶 燜〗〖火 闷 焖〗
ying2	〖火 火 冖 呂 營〗〖艹 冖 吕 营〗
yu4, ao4	〖火 奧 燠〗〖火 奥 □〗
yi4	〖火 睪 燡〗〖火 又 二 丨 □〗
xue2	〖臼 爻 冖 火 燢〗〖臼 爻 冖 火 □〗
lan2	〖火 稟 燣〗〖火 禀 燷〗
tai4	〖火 萬 燤〗〖火 万 □〗
zao4	〖火 品 木 燥〗〖火 喿 燥〗
can4	〖火 粲 燦〗〖火 山 灿〗
sui4	〖火 遂 燧〗
xi1	〖火 義 燨〗〖火 义 □〗
que4	〖火 敫 燩〗
cong1	〖火 葱 燪〗
lian2	〖火 廉 燫〗
hui3	〖火 毀 燬〗〖臼 土 殳 毀〗
zhu2	〖火 蜀 燭〗〖火 虫 烛〗
xie4	〖火 言 火 又 燮〗
ling2	〖火 零 燯〗
wei1	〖火 愛 燰〗〖火 爱 □〗
yi4	〖火 意 燱〗
xie2	〖火 劦 貝 燲〗〖火 劦 贝 □〗
zhao4	〖火 照 燳〗
hui4	〖火 會 燴〗〖火 会 烩〗
nong2	〖火 農 燶〗〖火 农 □〗
ru2	〖火 需 燸〗
xian3, bing4	〖豕 豕 火 燹〗
kao3	〖火 槀 燺〗
xun1	〖火 熏 燻〗
jin4	〖火 盡 燼〗〖火 尽 烬〗
chou2	〖火 壽 燽〗
chou2, tao1	〖壽 火 燾〗〖寿 火 焘〗〖寿 灬 焘〗
yao4, shao4, shuo4	〖火 翟 燿〗
he4	〖火 赫 爀〗
lan4	〖火 監 爁〗〖火 监 □〗
biao1	〖臼 同 冖 火 爂〗
rong2	〖火 榮 爃〗〖火 荣 □〗
li4	〖火 厲 爄〗〖火 厉 □〗
mo4	〖火 墨 爅〗
bao4	〖火 暴 爆〗
ruo4, re4	〖蓺 火 爇〗〖蓺 火 □〗〖蓺 灬 □〗〖草 热 □〗
lü2	〖火 慮 爈〗〖火 虑 □〗
la4, lie4	〖火 巤 爉〗〖火 巤 □〗
ao2, ao1	〖火 麃 爊〗
xun4, xun1	〖火 勳 爋〗
kuang4, huang4	〖火 廣 爌〗〖火 广 □〗
shuo4	〖火 樂 爍〗〖火 乐 烁〗
li4	〖火 歷 爏〗〖火 历 □〗
lu2	〖火 盧 爐〗〖火 户 炉〗
jue2	〖火 蕉 爑〗
liao4	〖炙 尞 爒〗
yan4, qian2, xun2	〖火 閻 爓〗〖火 阎 □〗
xi1	〖火 羲 爔〗
xie4	〖火 言 火 火 爕〗
long2	〖火 龍 爖〗〖火 龙 □〗
ye4	〖火 曅 爗〗
rang3	〖火 襄 爙〗
yue4, shuo4	〖火 火 龠 爚〗
lan4	〖火 闌 爛〗〖火 兰 烂〗
cong2	〖火 叢 爜〗〖火 丛 □〗
jue2, jiao4	〖火 爵 爝〗
tong2, chong2	〖火 蟲 爞〗
guan4	〖火 雚 爟〗
che4	〖火 蠆 爡〗
mi2	〖靡 火 爢〗〖靡 灬 爢〗
tang3	〖火 黨 爣〗〖火 党 □〗
lan4	〖火 蘭 爤〗〖火 兰 □〗
zhu2	〖火 屬 爥〗〖火 属 □〗
ling2	〖火 靈 爧〗〖火 灵 □〗
cuan4	〖臼 同 冖 林 大 火 爨〗
yu4	〖火 鬱 爩〗〖火 郁 □〗
zhao3, zhua3	〖厂 丨 乀 爪〗
zhao3, zhua3	〖丿 小 爫〗〖丿 丶 丶 丶 爫〗
pa2	〖爪 巴 爬〗
zheng1	〖爪 聿 爭〗〖刀 聿 争〗〖爫 彐 亅 爭〗〖刀 彐 亅 争〗
pao2	〖爪 包 爮〗
cheng1	〖爪 冉 爯〗〖爫 冉 爯〗
yuan2	〖爪 一 友 爰〗〖爫 一 友 爰〗
wei4, wei2	〖爪 ㇆ ㇆ ㇆ 火 丿 爲〗〖丶 丿 ㇆ 丶 为〗
jue2	〖國 爪 爴〗
jue2	〖爪 聿 爭 爭 爵〗〖爫 肀 爭 爵〗
fu4	〖八 乂 父〗
ba4	〖父 巴 爸〗
die1	〖父 多 爹〗
ye2	〖父 耶 爺〗〖父 卩 爷〗
yao2	〖乂 乂 爻〗
zu3	〖爻 且 爼〗
shuang3	〖大 爻 爻 爽〗〖大 乂 乂 乂 乂 爽〗
er3	〖一 八 冂 丨 爻 爻 爾〗〖刀 小 尔〗〖丿 乛 亅 八〗
qiang2, pan2	〖丨 一 丨 一 丿  爿〗
chuang2	〖爿 木 牀〗〖广 木 床〗
ge1	〖爿 可 牁〗
zang1	〖爿 羊 牂〗
die2	〖爿 枼 牃〗
qiang1	〖爿 倉 牄〗〖爿 仓 □〗
yong2	〖爿 庸 牅〗
qiang2	〖爿 嗇 牆〗〖土 啬 墙〗
pian4, pian1, pan4	〖丄 丿 ㇆ 片〗
ban3	〖片 反 版〗
pan4	〖片 半 牉〗
shao2	〖片 召 牊〗
jian1	〖片 戔 牋〗〖片 戋 □〗
pai2	〖片 卑 牌〗
chuang1, cong1	〖片 怱 牎〗
tou2, yu2, zhu4	〖片 俞 牏〗
zha2	〖片 臿 牐〗
bian1	〖片 扁 牑〗
die2	〖片 枼 牒〗
bang3	〖片 旁 牓〗
bo2	〖片 尃 牔〗
chuang1, cong1	〖片 悤 牕〗
you3	〖片 戶 甫 牖〗
du2	〖片 賣 牘〗〖片 卖 牍〗
ya2	〖丅 一 亅 丿 牙〗
cheng4, cheng1	〖尚 牙 牚〗
niu2	〖𠂉 十 牛〗〖丿 一 十 牛〗
niu2	〖丿 十 丿 牜〗
pin4	〖牛 匕 牝〗〖牜 匕 牝〗
jiu1	〖牛 力 牞〗〖牜 力 牞〗
mou2	〖厶 牛 牟〗
ta1	〖牛 也 牠〗〖牜 也 牠〗
mu3	〖牛 土 牡〗〖牜 土 牡〗
lao2	〖宀 牛 牢〗
ren4	〖牛 刃 牣〗〖牜 刃 牣〗
mang2, mang1	〖牛 亡 牤〗〖牜 亡 牤〗
fang1	〖牛 方 牥〗〖牜 方 牥〗
mu4	〖牛 攴 牧〗〖牜 攵 牧〗
gang1	〖牛 亢 牨〗〖牜 亢 牨〗
wu4	〖牛 勿 物〗〖牜 勿 物〗
yan4	〖牛 牛 牪〗
ge1	〖牛 戈 牫〗〖牜 戈 牫〗
bei4	〖牛 丿 ㇉ 丨 丿 牬〗〖牜 丿 ㇉ 丨 丿 牬〗
si4	〖牛 四 牭〗〖牜 四 牭〗
jian4	〖代 牛 牮〗
gu1	〖牛 古 牯〗〖牜 古 牯〗
you4, chou1	〖牛 由 牰〗〖牜 由 牰〗
ge1	〖牛 可 牱〗〖牜 可 牱〗
sheng1	〖牛 生 牲〗〖牜 生 牲〗
mu3	〖牛 母 牳〗〖牜 母 牳〗
di3	〖牛 氐 牴〗〖牜 氐 牴〗
quan4	〖丷 夫 牛 牶〗
quan2	〖牛 全 牷〗〖牜 全 牷〗
zi4	〖牛 字 牸〗〖牜 字 牸〗
te4	〖牛 寺 特〗〖牜 寺 特〗
mang2	〖牛 尨 牻〗〖牜 尨 牻〗
keng1	〖牛 巠 牼〗〖牛 圣 □〗〖牜 圣 □〗
qian1	〖玄 冖 牛 牽〗〖大 冖 牛 牵〗
wu3	〖牛 吾 牾〗〖牜 吾 牾〗
gu4	〖牛 告 牿〗〖牜 告 牿〗
xi1	〖尸 二 丨 二 牛 犀〗
li2	〖利 牛 犁〗
li2	〖禾 丿 刀 牛 犂〗
pou3	〖牛 咅 犃〗〖牜 咅 犃〗
ji1	〖牛 奇 犄〗〖牜 奇 犄〗
gang1	〖牛 岡 犅〗〖牛 冈 □〗〖牜 冈 □〗
zhi2, te4	〖牛 直 犆〗〖牜 直 犆〗
ben1	〖牛 牛 牛 犇〗
quan2	〖牛 卷 犈〗〖牜 卷 犈〗
run2	〖牛 享 犉〗〖牜 享 犉〗
ju4	〖牛 具 犋〗〖牜 具 犋〗
jia1	〖牛 叚 犌〗〖牜 叚 犌〗
jian1, qian2, jian3	〖牛 建 犍〗〖牜 建 犍〗
feng1	〖封 牛 犎〗
pian1	〖牛 扁 犏〗〖牜 扁 犏〗
ke1	〖牛 科 犐〗〖牜 科 犐〗
ju2	〖牛 狊 犑〗〖牜 狊 犑〗
kao4	〖牛 高 犒〗〖牜 高 犒〗
chu2	〖牛 芻 犓〗〖牜 芻 犓〗
xi4	〖牛 氣 犔〗〖牛 气 □〗〖牜 气 □〗
bei4	〖牛 人 草 厂 用 犕〗〖牜 艹 厂 用 犕〗〖牛 井 厂 用 犕〗
luo4	〖火 火 冖 牛 犖〗〖草 冖 牛 荦〗〖艸 冖 牛 荦〗〖艹 冖 牛 荦〗
jie4	〖牛 害 犗〗〖牜 害 犗〗
ma2	〖麻 牛 犘〗
san1	〖牛 參 犙〗〖牛 参 □〗〖牜 参 □〗
wei4	〖尉 牛 犚〗
mao2	〖未 攴 厂 牛 犛〗〖未 攵 厂 牛 犛〗
dun1	〖牛 敦 犜〗〖牜 敦 犜〗
tong2	〖牛 童 犝〗〖牜 童 犝〗
jiang4	〖强 牛〗
li4	〖牛 厲 犡〗〖牛 厉 □〗〖牜 厉 □〗
du2	〖牛 賣 犢〗〖牛 卖 犊〗〖牜 卖 犊〗
lie4	〖牛 巤 犣〗〖牜 巤 犣〗
pi2, bei1	〖牛 罷 犤〗〖牛 罢 □〗〖牜 罢 □〗
piao3	〖牛 麃 犥〗〖牜 麃 犥〗
bao4, bo2	〖牛 暴 犦〗〖牜 暴 犦〗
xi1	〖牛 羲 犧〗〖牛 西 牺〗〖牜 西 牺〗
chou1	〖雔 牛 犨〗〖隹 隹 牛 犨〗
wei4, wei2	〖魏 牛 犩〗
kui2	〖牛 夔 犪〗〖牜 夔 犪〗
chou1	〖讎 牛 犫〗〖隹 言 隹 牛 犫〗
quan3	〖大 丶 犬〗
quan3	〖丶 亅 丿 犭〗
ba2	〖一 丿 丶 又 犮〗〖一 丿 丶 乂 犮〗
fan4	〖犬 卩 犯〗〖犭 卩 犯〗
qiu2	〖犬 九 犰〗〖犭 九 犰〗
ji3	〖犬 丸 犱〗〖犭 丸 犱〗
cai2, chai2	〖犬 才 犲〗〖犭 才 犲〗
chuo2	〖犬 勺 犳〗〖犭 勺 犳〗
an4, han1, an2, jian4	〖犬 干 犴〗〖犭 干 犴〗
ge1, qi4, he2, jie2	〖犬 乞 犵〗〖犭 乞 犵〗
kang4	〖犬 亢 犺〗〖犭 亢 犺〗
bo2	〖犬 巿 犻〗〖犭 巿 犻〗
hou3	〖犬 孔 犼〗〖犭 孔 犼〗
ya2	〖犬 牙 犽〗〖犭 牙 犽〗
yin2	〖犬 犬 犾〗〖犭 犬 犾〗
huan1, fan1	〖犬 卞 犿〗〖犭 卞 犿〗
zhuang4	〖爿 犬 狀〗〖丬 犬 状〗
yun3	〖犬 允 狁〗〖犭 允 狁〗
kuang2	〖犬 王 狂〗〖犭 王 狂〗
niu3, nü4	〖犬 丑 狃〗〖犭 丑 狃〗
di2	〖犬 火 狄〗〖犭 火 狄〗
qing1	〖犬 壬 狅〗〖犭 壬 狅〗
zhong4	〖犬 中 狆〗〖犭 中 狆〗
mu4	〖犬 木 狇〗〖犭 木 狇〗
pi1	〖犬 丕 狉〗〖犭 丕 狉〗
ju2	〖目 犬 狊〗
ni2, yi2, yin2	〖犬 示 狋〗〖犭 示 狋〗
sheng1, xing1	〖犬 生 狌〗〖犭 生 狌〗
pao2	〖犬 包 狍〗〖犭 包 狍〗
xia2	〖犬 甲 狎〗〖犭 甲 狎〗
tuo2	〖犬 㐌 狏〗〖犭 㐌 狏〗
hu2	〖犬 瓜 狐〗〖犭 瓜 狐〗
ling2	〖犬 令 狑〗〖犭 令 狑〗
fei4	〖犬 弗 狒〗〖犭 弗 狒〗
pi1	〖犬 皮 狓〗〖犭 皮 狓〗
ni3	〖犬 尼 狔〗〖犭 尼 狔〗
ao3	〖犬 幼 狕〗〖犭 幼 狕〗
you4	〖犬 穴 狖〗〖犭 穴 狖〗
gou3	〖犬 句 狗〗〖犭 句 狗〗
yue4, xue4	〖犬 戉 狘〗〖犭 戉 狘〗
ju1	〖犬 且 狙〗〖犭 且 狙〗
dan4	〖犬 旦 狚〗〖犭 旦 狚〗
po4	〖犬 白 狛〗〖犭 白 狛〗
gu3	〖犬 古 狜〗〖犭 古 狜〗
huan2	〖犬 亘 狟〗〖犭 亘 狟〗
hen3	〖犬 艮 狠〗〖犭 艮 狠〗
jiao3	〖犬 交 狡〗〖犭 交 狡〗
he2	〖犬 各 狢〗〖犭 各 狢〗
zhao4	〖犬 兆 狣〗〖犭 兆 狣〗
ji2	〖犬 吉 狤〗〖犭 吉 狤〗
xun4, xun2	〖犬 旬 狥〗〖犭 旬 狥〗
shan1	〖犬 冊 一 狦〗〖犭 冊 一 狦〗〖犬 冄 丨 丨 狦〗
ta4	〖犬 舌 狧〗〖犭 舌 狧〗
rong2	〖犬 戎 狨〗〖犭 戎 狨〗
shou4	〖犬 守 狩〗〖犭 守 狩〗
tong1	〖犬 同 狪〗〖犭 同 狪〗
lao3	〖犬 老 狫〗〖犭 老 狫〗
yu2	〖犬 余 狳〗〖犭 余 狳〗
bi4	〖犬 比 土 狴〗〖犭 比 土 狴〗
mang2	〖犬 尨 狵〗〖犭 尨 狵〗
xi3, xi1	〖犬 希 狶〗〖犭 希 狶〗
juan4	〖犬 肙 狷〗〖犭 肙 狷〗
li2	〖犬 里 狸〗〖犭 里 狸〗
xia2	〖犬 夾 狹〗〖犬 夹 狭〗〖犭 夹 狭〗
yin2	〖犬 言 狺〗〖犭 言 狺〗
suan1, xun4, jun4	〖犬 夋 狻〗〖犭 夋 狻〗
lang2	〖犬 良 狼〗〖犭 良 狼〗
bei4	〖犬 貝 狽〗〖犬 贝 狈〗〖犭 贝 狈〗
zhi4	〖犬 折 狾〗〖犭 折 狾〗
yan2	〖犬 延 狿〗〖犭 延 狿〗
sha1	〖犬 沙 猀〗〖犭 沙 猀〗
li4	〖犬 利 猁〗〖犭 利 猁〗
han4	〖犬 旱 猂〗〖犭 旱 猂〗
jing1	〖犬 京 猄〗〖犭 京 猄〗
pai2	〖犬 非 猅〗〖犭 非 猅〗
fei1	〖非 犬 猆〗
yao2, xiao1	〖犬 虎 猇〗〖犭 虎 猇〗
ba4	〖犬 卑 猈〗〖犭 卑 猈〗
qi2	〖犬 其 猉〗〖犭 其 猉〗
ni2	〖犬 兒 猊〗〖犭 兒 猊〗
biao1	〖犬 犬 犬 猋〗
yin4	〖來 犬 猌〗〖来 犬 □〗
lai2	〖犬 來 猍〗〖犬 来 □〗〖犭 来 □〗
jian1	〖犬 肩 猏〗〖犭 肩 猏〗
qiang1	〖犬 羌 猐〗〖犭 羌 猐〗
kun1	〖犬 昆 猑〗〖犭 昆 猑〗
yan1, ya1, yan4	〖冐 犬 猒〗〖日 肉 犬 猒〗〖日 月 犬 猒〗
guo3, luo3	〖犬 果 猓〗〖犭 果 猓〗
zong4	〖犬 宗 猔〗〖犭 宗 猔〗
chang1	〖犬 昌 猖〗〖犭 昌 猖〗
yi1, e1, wei1, yi3, ji4	〖犬 奇 猗〗〖犭 奇 猗〗
zhi4	〖犬 制 猘〗〖犭 制 猘〗
zheng1	〖犬 爭 猙〗〖犬 争 狰〗〖犭 争 狰〗
ya2	〖犬 隹 猚〗〖犭 隹 猚〗
meng3	〖犬 孟 猛〗〖犭 孟 猛〗
cai1	〖犬 青 猜〗〖犭 靑 猜〗
cu4	〖犬 卒 猝〗〖犭 卒 猝〗
she1	〖犬 舍 猞〗〖犭 舍 猞〗
hu2	〖犬 胡 猢〗〖犭 胡 猢〗
zong1	〖犬 凶 八 夕 猣〗〖犭 凶 八 夕 猣〗〖犬 凶 八 夂 猣〗
ji4	〖犬 癸 猤〗〖犭 癸 猤〗
wei3	〖犬 畏 猥〗〖犭 畏 猥〗
feng1	〖犬 風 猦〗〖犬 风 □〗〖犭 风 □〗
wo1	〖犬 咼 猧〗〖犬 呙 □〗〖犭 呙 □〗
yuan2	〖犬 爰 猨〗〖犭 爰 猨〗
xing1	〖犬 星 猩〗〖犭 星 猩〗
yuan2	〖犬 彖 猭〗〖犭 彖 猭〗
tuan1	〖犬 耑 猯〗〖犭 耑 猯〗
ya4	〖犬 契 猰〗〖犭 契 猰〗
nao2	〖犬 柔 猱〗〖犭 柔 猱〗
xie1, xie2, he4	〖犬 葛 猲〗〖犭 葛 猲〗
jia1	〖犬 叚 猳〗〖犭 叚 猳〗
hou2	〖犬 侯 猴〗〖犭 侯 猴〗
bian1	〖犬 扁 猵〗〖犭 扁 猵〗
you2	〖犬 酋 猶〗〖犬 尤 犹〗〖犭 尤 犹〗
you2	〖酋 犬 猷〗
mei2	〖犬 眉 猸〗〖犭 眉 猸〗
zha1	〖犬 查 猹〗〖犭 查 猹〗
yao2	〖犬 月 缶 猺〗〖犬 爪 缶 □〗〖犭 爫 缶 □〗
sun1	〖犬 孫 猻〗〖犬 孙 狲〗〖犭 孙 狲〗
bo2, po4	〖犬 尃 猼〗〖犭 尃 猼〗
ming2	〖犬 冥 猽〗〖犭 冥 猽〗
hua2	〖犬 骨 猾〗〖犭 骨 猾〗
yuan2	〖犬 袁 猿〗〖犭 袁 猿〗
sou1	〖犬 叟 獀〗〖犭 叟 獀〗
ma3	〖犬 馬 獁〗〖犬 马 犸〗〖犭 马 犸〗
yuan2, huan2	〖犬 原 獂〗〖犭 原 獂〗
dai1	〖豈 犬 獃〗〖口 木 呆〗
yu4	〖犬 言 犬 獄〗〖犬 言 犬 狱〗〖犭 讠 犬 狱〗
shi1	〖犬 師 獅〗〖犬 师 狮〗〖犭 师 狮〗
hao2	〖犬 皋 獆〗〖犭 皋 獆〗
yi4	〖犬 益 獈〗〖犭 益 獈〗
zhen1	〖犬 秦 獉〗〖犭 秦 獉〗
chuang4, cang1	〖犬 倉 獊〗〖犬 仓 □〗〖犭 仓 □〗
hao2	〖犬 臯 獋〗〖犭 臯 獋〗
man4	〖犬 曼 獌〗〖犭 曼 獌〗
jing4	〖犬 竟 獍〗〖犭 竟 獍〗
jiang3	〖將 犬 獎〗〖丬 夕 大 奖〗
zhang1	〖犬 章 獐〗〖犭 章 獐〗
chan2	〖犬 斬 獑〗〖犬 斩 □〗〖犭 斩 □〗
ao2	〖敖 犬 獒〗
ao2	〖犬 敖 獓〗〖犭 敖 獓〗
hao2	〖犬 皐 獔〗〖犭 皐 獔〗
cui1	〖犬 崔 獕〗〖犭 崔 獕〗
fen2, ben4	〖犬 賁 獖〗〖犬 贲 □〗〖犭 贲 □〗
jue2	〖犬 厥 獗〗〖犭 厥 獗〗
bi4	〖敝 犬 獘〗
bi4	〖犬 敝 獙〗〖犭 敝 獙〗
huang2	〖犬 黃 獚〗〖犬 黄 獚〗〖犭 黄 獚〗
pu2	〖犬 菐 獛〗〖犭 菐 獛〗
lin2	〖犬 粦 獜〗〖犭 粦 獜〗
yu4, xu4	〖犬 矞 獝〗〖犭 矞 獝〗
tong2	〖犬 童 獞〗〖犭 童 獞〗
yao4, xiao1	〖犬 堯 獟〗〖犬 尧 □〗〖犭 尧 □〗
liao2	〖犬 尞 獠〗〖犭 尞 獠〗
shuo4, xi1, que4	〖犬 舄 獡〗〖犭 舄 獡〗
xiao1	〖犬 喬 獢〗〖犬 乔 □〗〖犭 乔 □〗
xi2	〖犬 敫 獥〗〖犭 敫 獥〗
ge2	〖犬 葛 獦〗〖犭 葛 獦〗
juan4	〖犬 睘 獧〗〖犭 睘 獧〗
du2	〖犬 蜀 獨〗〖犬 虫 独〗〖犭 虫 独〗
hui4	〖犬 歲 獩〗〖犬 岁 □〗〖犭 岁 □〗
kuai4	〖犬 會 獪〗〖犬 会 狯〗〖犭 会 狯〗
xian3	〖犬 僉 獫〗〖犬 佥 猃〗〖犭 佥 猃〗
xie4, ha3, jie3	〖犬 解 獬〗〖犭 解 獬〗
xian3, mi2	〖犬 爾 獮〗〖犬 尔 狝〗〖犭 尔 狝〗
xun1	〖犬 熏 獯〗〖犭 熏 獯〗
ning2	〖犬 寧 獰〗〖犬 宁 狞〗〖犭 宁 狞〗
pin2, bian1, bin1	〖犬 賓 獱〗〖犬 宾 □〗〖犭 宾 □〗
huo4	〖犬 蒦 獲〗〖草 犬 犬 获〗〖艸 犭 犬 获〗〖艹 犭 犬 获〗
nou4	〖犬 需 獳〗〖犭 需 獳〗
meng2, meng3	〖犬 蒙 獴〗〖犭 蒙 獴〗
lie4	〖犬 巤 獵〗〖犬 昔 猎〗〖犭 昔 猎〗
nao2	〖犬 憂 獶〗〖犬 忧 □〗〖犭 忧 □〗
guang3	〖犬 廣 獷〗〖犬 广 犷〗〖犭 广 犷〗
shou4	〖嘼 犬 獸〗〖丷 田 一 口 兽〗
lu2	〖犬 盧 獹〗〖犬 卢 □〗〖犭 卢 □〗
ta3, ta4	〖犬 賴 獺〗〖犬 赖 獭〗〖犭 赖 獭〗
xian4	〖虎 鬲 犬 獻〗〖南 犬 献〗
mi2	〖犬 彌 獼〗〖犭 弥 猕〗
rang2	〖犬 襄 獽〗〖犭 襄 獽〗
nao2	〖犬 夒 獿〗〖犭 夒 獿〗
luo2	〖犬 羅 玀〗〖犬 罗 猡〗〖犭 罗 猡〗
xian3	〖犬 嚴 玁〗〖犬 严 □〗〖犭 严 □〗
qi2	〖犬 蕇 斤 玂〗〖犬 蕇 斤 □〗〖犭 蕇 斤 □〗〖犬 蕲 □〗
jue2	〖犬 矍 玃〗〖犭 矍 玃〗
xuan2	〖亠 幺 玄〗
miao4	〖玄 少 玅〗
zi1, ci1, xuan2	〖玄 玄 玆〗
lü4, shuai4	〖玄 冰 丶 丶 十 率〗〖玄 冫 丶 丶 十 率〗
lu2	〖玄 𠂉 氏 玈〗
yu4	〖王 丶 玉〗
su4	〖王 丶 玊〗
wang2	〖一 土 王〗〖一 一 丨 一 王〗〖二 十 王〗
qiu2	〖玉 乚 玌〗〖王 乚 玌〗
ga3	〖丿 王 玍〗〖午 一 玍〗
ding1	〖玉 丁 玎〗〖王 丁 玎〗
le4	〖玉 力 玏〗〖王 力 玏〗
ba1	〖玉 八 玐〗〖王 八 玐〗
hong2	〖玉 工 玒〗〖王 工 玒〗
di4	〖玉 勺 玓〗〖王 勺 玓〗
chuan4, quan4	〖玉 川 玔〗〖王 川 玔〗
gan1	〖玉 干 玕〗〖王 干 玕〗
jiu3	〖玉 久 玖〗〖王 久 玖〗
yu2	〖玉 于 玗〗〖王 于 玗〗
ji3, qi3	〖玉 己 玘〗〖王 己 玘〗
gong1	〖玉 公 玜〗〖王 公 玜〗
wu3	〖玉 午 玝〗〖王 午 玝〗
fu1	〖玉 夫 玞〗〖王 夫 玞〗
min2, wen2	〖玉 文 玟〗〖王 文 玟〗
jie4	〖玉 介 玠〗〖王 介 玠〗
ya4	〖玉 牙 玡〗〖王 牙 玡〗
bin1, fen1, fen2	〖玉 分 玢〗〖王 分 玢〗
bian4	〖玉 卞 玣〗〖王 卞 玣〗
bang4, beng3	〖玉 丰 玤〗〖王 丰 玤〗
yue4	〖玉 月 玥〗〖王 月 玥〗
jue2	〖玉 夬 玦〗〖王 夬 玦〗
yun3	〖玉 允 玧〗〖王 允 玧〗
jue2	〖玉 王 玨〗〖王 王 玨〗
wan2	〖玉 元 玩〗〖王 元 玩〗
jian1	〖玉 今 玪〗〖王 今 玪〗
mei2	〖玉 攴 玫〗〖王 攵 玫〗
dan3	〖玉 丹 玬〗〖王 丹 玬〗
pi2, pian2, pin2	〖玉 比 玭〗〖王 比 玭〗
ling2	〖玉 令 玲〗〖王 令 玲〗
dai4	〖玉 代 玳〗〖王 代 玳〗
yi4	〖玉 世 玴〗〖王 世 玴〗
an2	〖玉 甘 玵〗〖王 甘 玵〗
ping2	〖玉 平 玶〗〖王 平 玶〗
dian4	〖玉 占 玷〗〖王 占 玷〗
fu2	〖玉 包 玸〗〖王 包 玸〗
xuan2	〖玉 玄 玹〗〖王 玄 玹〗
bo1	〖玉 皮 玻〗〖王 皮 玻〗
ci3, ci1	〖玉 此 玼〗〖王 此 玼〗
gou3	〖玉 句 玽〗〖王 句 玽〗
jia3	〖玉 甲 玾〗〖王 甲 玾〗
shao2	〖玉 召 玿〗〖王 召 玿〗
po4	〖玉 白 珀〗〖王 白 珀〗
ci2	〖玉 瓦 珁〗〖王 瓦 珁〗
ke1	〖玉 可 珂〗〖王 可 珂〗
ran3	〖玉 冉 珃〗〖王 冉 珃〗
sheng1	〖玉 生 珄〗〖王 生 珄〗
shen1	〖玉 申 珅〗〖王 申 珅〗
yi2	〖玉 台 珆〗〖王 台 珆〗
zu3	〖玉 且 珇〗〖王 且 珇〗
jia1	〖玉 加 珈〗〖王 加 珈〗
min2, wen2	〖玉 民 珉〗〖王 民 珉〗
shan1	〖玉 冊 珊〗〖玉 册 □〗〖王 册 □〗
liu3	〖玉 卯 珋〗〖王 卯 珋〗
bi4	〖玉 必 珌〗〖王 必 珌〗
zhen1	〖玉 人 彡 珍〗〖王 人 彡 珍〗
zhen1	〖玉 尓 珎〗〖王 尓 珎〗
jue2	〖玉 玉 珏〗〖王 玉 珏〗
jin1	〖玉 聿 珒〗〖王 聿 珒〗
